RUN	test.UserTest	usertest	1544006050558	This-is-the-run-description	3.0.0
USER	user	115	START	1544006052196	1544006052196
USER	user	116	START	1544006052196	1544006052196
USER	user	117	START	1544006052197	1544006052197
USER	user	118	START	1544006052197	1544006052197
USER	user	119	START	1544006052197	1544006052197
USER	user	120	START	1544006052197	1544006052197
USER	user	121	START	1544006052197	1544006052197
USER	user	122	START	1544006052197	1544006052197
USER	user	123	START	1544006052197	1544006052197
USER	user	124	START	1544006052197	1544006052197
USER	user	125	START	1544006052197	1544006052197
USER	user	126	START	1544006052198	1544006052198
USER	user	127	START	1544006052198	1544006052198
USER	user	128	START	1544006052198	1544006052198
USER	user	129	START	1544006052199	1544006052199
USER	user	130	START	1544006052199	1544006052199
USER	user	131	START	1544006052199	1544006052199
USER	user	132	START	1544006052199	1544006052199
USER	user	133	START	1544006052199	1544006052199
USER	user	134	START	1544006052199	1544006052199
USER	user	135	START	1544006052199	1544006052199
USER	user	136	START	1544006052199	1544006052199
USER	user	137	START	1544006052200	1544006052200
USER	user	138	START	1544006052200	1544006052200
USER	user	139	START	1544006052200	1544006052200
USER	user	140	START	1544006052200	1544006052200
USER	user	141	START	1544006052201	1544006052201
USER	user	142	START	1544006052201	1544006052201
USER	user	143	START	1544006052202	1544006052202
USER	user	144	START	1544006052202	1544006052202
USER	user	145	START	1544006052202	1544006052202
USER	user	146	START	1544006052202	1544006052202
USER	user	147	START	1544006052202	1544006052202
USER	user	148	START	1544006052202	1544006052202
USER	user	149	START	1544006052203	1544006052203
USER	user	150	START	1544006052203	1544006052203
REQUEST	22		manager-login	1544006052239	1544006052542	OK	 
REQUEST	2		manager-login	1544006052230	1544006052543	OK	 
REQUEST	49		manager-login	1544006052248	1544006052539	OK	 
REQUEST	4		manager-login	1544006052232	1544006052421	OK	 
REQUEST	1		manager-login	1544006052228	1544006052583	OK	 
REQUEST	9		manager-login	1544006052234	1544006052584	OK	 
REQUEST	17		manager-login	1544006052237	1544006052585	OK	 
REQUEST	25		manager-login	1544006052240	1544006052587	OK	 
REQUEST	41		manager-login	1544006052246	1544006052588	OK	 
REQUEST	57		manager-login	1544006052251	1544006052589	OK	 
REQUEST	65		manager-login	1544006052253	1544006052591	OK	 
USER	user	49	END	1544006052187	1544006052582
USER	user	1	END	1544006052174	1544006052584
USER	user	9	END	1544006052180	1544006052585
USER	user	17	END	1544006052181	1544006052586
USER	user	25	END	1544006052183	1544006052588
USER	user	41	END	1544006052186	1544006052589
USER	user	57	END	1544006052188	1544006052590
USER	user	65	END	1544006052190	1544006052592
REQUEST	5		manager-login	1544006052232	1544006052452	OK	 
REQUEST	8		manager-login	1544006052234	1544006052439	OK	 
REQUEST	27		manager-login	1544006052241	1544006052539	OK	 
USER	user	22	END	1544006052182	1544006052595
USER	user	27	END	1544006052184	1544006052595
USER	user	2	END	1544006052178	1544006052596
REQUEST	15		manager-login	1544006052236	1544006052421	OK	 
REQUEST	6		manager-login	1544006052233	1544006052596	OK	 
REQUEST	10		manager-login	1544006052235	1544006052596	OK	 
USER	user	15	END	1544006052181	1544006052597
USER	user	6	END	1544006052180	1544006052597
USER	user	10	END	1544006052180	1544006052597
REQUEST	3		manager-login	1544006052231	1544006052596	OK	 
REQUEST	7		manager-login	1544006052233	1544006052597	OK	 
REQUEST	18		manager-login	1544006052237	1544006052597	OK	 
REQUEST	13		manager-login	1544006052236	1544006052597	OK	 
REQUEST	23		manager-login	1544006052239	1544006052598	OK	 
REQUEST	11		manager-login	1544006052235	1544006052598	OK	 
REQUEST	26		manager-login	1544006052240	1544006052598	OK	 
USER	user	5	END	1544006052180	1544006052595
USER	user	3	END	1544006052179	1544006052597
USER	user	7	END	1544006052180	1544006052597
USER	user	18	END	1544006052182	1544006052598
USER	user	13	END	1544006052181	1544006052598
USER	user	23	END	1544006052182	1544006052598
USER	user	26	END	1544006052183	1544006052598
REQUEST	21		manager-login	1544006052238	1544006052599	OK	 
REQUEST	31		manager-login	1544006052242	1544006052599	OK	 
REQUEST	34		manager-login	1544006052243	1544006052599	OK	 
USER	user	21	END	1544006052182	1544006052599
USER	user	34	END	1544006052185	1544006052599
REQUEST	14		manager-login	1544006052236	1544006052599	OK	 
REQUEST	42		manager-login	1544006052246	1544006052599	OK	 
REQUEST	29		manager-login	1544006052241	1544006052599	OK	 
USER	user	11	END	1544006052181	1544006052599
USER	user	14	END	1544006052181	1544006052600
REQUEST	19		manager-login	1544006052238	1544006052600	OK	 
USER	user	42	END	1544006052186	1544006052600
USER	user	19	END	1544006052182	1544006052600
REQUEST	30		manager-login	1544006052242	1544006052600	OK	 
USER	user	30	END	1544006052185	1544006052601
REQUEST	58		manager-login	1544006052251	1544006052600	OK	 
USER	user	58	END	1544006052189	1544006052601
REQUEST	38		manager-login	1544006052245	1544006052601	OK	 
REQUEST	66		manager-login	1544006052253	1544006052601	OK	 
REQUEST	46		manager-login	1544006052247	1544006052602	OK	 
REQUEST	82		manager-login	1544006052259	1544006052602	OK	 
REQUEST	54		manager-login	1544006052250	1544006052603	OK	 
USER	user	38	END	1544006052186	1544006052601
USER	user	66	END	1544006052190	1544006052602
USER	user	46	END	1544006052187	1544006052602
USER	user	82	END	1544006052192	1544006052603
USER	user	54	END	1544006052188	1544006052603
REQUEST	62		manager-login	1544006052252	1544006052604	OK	 
REQUEST	70		manager-login	1544006052255	1544006052605	OK	 
USER	user	62	END	1544006052189	1544006052604
USER	user	70	END	1544006052190	1544006052606
REQUEST	16		manager-login	1544006052237	1544006052607	OK	 
USER	user	8	END	1544006052180	1544006052606
USER	user	16	END	1544006052181	1544006052608
USER	user	4	END	1544006052179	1544006052595
REQUEST	35		manager-login	1544006052244	1544006052601	OK	 
REQUEST	24		manager-login	1544006052239	1544006052610	OK	 
USER	user	35	END	1544006052185	1544006052610
USER	user	24	END	1544006052183	1544006052610
REQUEST	43		manager-login	1544006052246	1544006052611	OK	 
REQUEST	32		manager-login	1544006052243	1544006052611	OK	 
USER	user	32	END	1544006052185	1544006052612
USER	user	31	END	1544006052185	1544006052612
REQUEST	12		manager-login	1544006052235	1544006052611	OK	 
USER	user	12	END	1544006052181	1544006052612
USER	user	43	END	1544006052187	1544006052613
REQUEST	20		manager-login	1544006052238	1544006052613	OK	 
REQUEST	67		manager-login	1544006052254	1544006052613	OK	 
REQUEST	28		manager-login	1544006052241	1544006052614	OK	 
USER	user	20	END	1544006052182	1544006052613
USER	user	28	END	1544006052184	1544006052614
REQUEST	81		manager-login	1544006052259	1544006052614	OK	 
REQUEST	36		manager-login	1544006052244	1544006052615	OK	 
USER	user	81	END	1544006052192	1544006052615
REQUEST	44		manager-login	1544006052247	1544006052616	OK	 
USER	user	36	END	1544006052186	1544006052615
USER	user	44	END	1544006052187	1544006052616
REQUEST	52		manager-login	1544006052249	1544006052617	OK	 
REQUEST	40		manager-login	1544006052245	1544006052617	OK	 
USER	user	52	END	1544006052188	1544006052617
USER	user	40	END	1544006052186	1544006052618
REQUEST	56		manager-login	1544006052250	1544006052618	OK	 
REQUEST	37		manager-login	1544006052244	1544006052619	OK	 
REQUEST	64		manager-login	1544006052253	1544006052619	OK	 
USER	user	29	END	1544006052185	1544006052618
USER	user	56	END	1544006052188	1544006052619
USER	user	37	END	1544006052186	1544006052620
USER	user	64	END	1544006052189	1544006052620
REQUEST	53		manager-login	1544006052249	1544006052620	OK	 
USER	user	53	END	1544006052188	1544006052621
USER	user	67	END	1544006052190	1544006052621
REQUEST	39		manager-login	1544006052245	1544006052612	OK	 
USER	user	39	END	1544006052186	1544006052621
REQUEST	47		manager-login	1544006052248	1544006052622	OK	 
USER	user	47	END	1544006052187	1544006052623
REQUEST	63		manager-login	1544006052253	1544006052623	OK	 
USER	user	63	END	1544006052189	1544006052624
REQUEST	55		manager-login	1544006052250	1544006052625	OK	 
USER	user	55	END	1544006052188	1544006052626
REQUEST	77		manager-login	1544006052257	1544006052626	OK	 
USER	user	77	END	1544006052191	1544006052627
REQUEST	33		manager-login	1544006052243	1544006052640	OK	 
USER	user	33	END	1544006052185	1544006052641
REQUEST	59		manager-login	1544006052251	1544006052641	OK	 
USER	user	59	END	1544006052189	1544006052642
REQUEST	68		manager-login	1544006052254	1544006052652	OK	 
USER	user	68	END	1544006052190	1544006052653
REQUEST	51		manager-login	1544006052249	1544006052653	OK	 
USER	user	51	END	1544006052188	1544006052654
REQUEST	50		manager-login	1544006052248	1544006052669	OK	 
USER	user	50	END	1544006052187	1544006052670
REQUEST	72		manager-login	1544006052255	1544006052671	OK	 
USER	user	72	END	1544006052190	1544006052672
REQUEST	93		manager-login	1544006052264	1544006052672	OK	 
USER	user	93	END	1544006052194	1544006052673
REQUEST	71		manager-login	1544006052255	1544006052680	OK	 
USER	user	71	END	1544006052190	1544006052681
REQUEST	83		manager-login	1544006052259	1544006052681	OK	 
USER	user	83	END	1544006052192	1544006052682
REQUEST	73		manager-login	1544006052256	1544006052684	OK	 
REQUEST	76		manager-login	1544006052256	1544006052684	OK	 
USER	user	73	END	1544006052191	1544006052685
USER	user	76	END	1544006052191	1544006052685
REQUEST	90		manager-login	1544006052263	1544006052689	OK	 
USER	user	90	END	1544006052193	1544006052690
REQUEST	89		manager-login	1544006052261	1544006052691	OK	 
USER	user	89	END	1544006052193	1544006052692
REQUEST	45		manager-login	1544006052247	1544006052692	OK	 
REQUEST	61		manager-login	1544006052252	1544006052693	OK	 
REQUEST	69		manager-login	1544006052254	1544006052694	OK	 
USER	user	45	END	1544006052187	1544006052692
USER	user	61	END	1544006052189	1544006052693
USER	user	69	END	1544006052190	1544006052695
REQUEST	91		manager-login	1544006052263	1544006052694	OK	 
USER	user	91	END	1544006052193	1544006052696
REQUEST	80		manager-login	1544006052258	1544006052697	OK	 
REQUEST	60		manager-login	1544006052252	1544006052698	OK	 
USER	user	80	END	1544006052191	1544006052698
USER	user	60	END	1544006052189	1544006052698
REQUEST	48		manager-login	1544006052248	1544006052700	OK	 
USER	user	48	END	1544006052187	1544006052701
REQUEST	88		manager-login	1544006052261	1544006052701	OK	 
USER	user	88	END	1544006052193	1544006052702
REQUEST	101		manager-login	1544006052267	1544006052703	OK	 
USER	user	101	END	1544006052195	1544006052703
REQUEST	85		manager-login	1544006052260	1544006052706	OK	 
USER	user	85	END	1544006052192	1544006052707
REQUEST	74		manager-login	1544006052256	1544006052712	OK	 
USER	user	74	END	1544006052191	1544006052713
REQUEST	84		manager-login	1544006052260	1544006052715	OK	 
USER	user	84	END	1544006052192	1544006052716
REQUEST	75		manager-login	1544006052256	1544006052717	OK	 
USER	user	75	END	1544006052191	1544006052718
REQUEST	98		manager-login	1544006052266	1544006052722	OK	 
USER	user	98	END	1544006052194	1544006052723
REQUEST	86		manager-login	1544006052260	1544006052729	OK	 
USER	user	86	END	1544006052192	1544006052730
REQUEST	87		manager-login	1544006052261	1544006052742	OK	 
USER	user	87	END	1544006052193	1544006052743
REQUEST	79		manager-login	1544006052257	1544006052769	OK	 
REQUEST	97		manager-login	1544006052265	1544006052770	OK	 
USER	user	79	END	1544006052191	1544006052770
USER	user	97	END	1544006052194	1544006052770
REQUEST	94		manager-login	1544006052264	1544006052776	OK	 
REQUEST	95		manager-login	1544006052264	1544006052776	OK	 
USER	user	94	END	1544006052194	1544006052776
USER	user	95	END	1544006052194	1544006052776
REQUEST	111		manager-login	1544006052273	1544006052777	OK	 
USER	user	111	END	1544006052196	1544006052778
REQUEST	104		manager-login	1544006052268	1544006052780	OK	 
USER	user	104	END	1544006052195	1544006052781
REQUEST	109		manager-login	1544006052271	1544006052782	OK	 
USER	user	109	END	1544006052196	1544006052783
REQUEST	78		manager-login	1544006052257	1544006052784	OK	 
USER	user	78	END	1544006052191	1544006052785
REQUEST	96		manager-login	1544006052265	1544006052785	OK	 
USER	user	96	END	1544006052194	1544006052786
REQUEST	115		manager-login	1544006052279	1544006052787	OK	 
USER	user	115	END	1544006052196	1544006052788
REQUEST	106		manager-login	1544006052269	1544006052791	OK	 
USER	user	106	END	1544006052195	1544006052791
REQUEST	107		manager-login	1544006052270	1544006052793	OK	 
USER	user	107	END	1544006052195	1544006052793
REQUEST	103		manager-login	1544006052268	1544006052797	OK	 
USER	user	103	END	1544006052195	1544006052797
REQUEST	105		manager-login	1544006052269	1544006052800	OK	 
USER	user	105	END	1544006052195	1544006052801
REQUEST	119		manager-login	1544006052282	1544006052802	OK	 
USER	user	119	END	1544006052197	1544006052802
REQUEST	102		manager-login	1544006052267	1544006052806	OK	 
REQUEST	110		manager-login	1544006052271	1544006052808	OK	 
REQUEST	99		manager-login	1544006052266	1544006052810	OK	 
REQUEST	123		manager-login	1544006052284	1544006052811	OK	 
REQUEST	122		manager-login	1544006052284	1544006052812	OK	 
USER	user	102	END	1544006052195	1544006052808
USER	user	110	END	1544006052196	1544006052809
USER	user	99	END	1544006052194	1544006052811
USER	user	123	END	1544006052197	1544006052812
USER	user	122	END	1544006052197	1544006052813
REQUEST	100		manager-login	1544006052266	1544006052814	OK	 
USER	user	100	END	1544006052194	1544006052816
REQUEST	92		manager-login	1544006052263	1544006052817	OK	 
USER	user	92	END	1544006052193	1544006052818
REQUEST	114		manager-login	1544006052278	1544006052821	OK	 
USER	user	114	END	1544006052196	1544006052821
REQUEST	112		manager-login	1544006052274	1544006052822	OK	 
USER	user	112	END	1544006052196	1544006052822
REQUEST	127		manager-login	1544006052288	1544006052823	OK	 
USER	user	127	END	1544006052198	1544006052824
REQUEST	120		manager-login	1544006052283	1544006052828	OK	 
USER	user	120	END	1544006052197	1544006052829
REQUEST	116		manager-login	1544006052280	1544006052833	OK	 
USER	user	116	END	1544006052196	1544006052833
REQUEST	108		manager-login	1544006052270	1544006052840	OK	 
USER	user	108	END	1544006052195	1544006052840
REQUEST	118		manager-login	1544006052281	1544006052869	OK	 
REQUEST	113		manager-login	1544006052275	1544006052869	OK	 
USER	user	118	END	1544006052197	1544006052869
USER	user	113	END	1544006052196	1544006052870
REQUEST	129		manager-login	1544006052290	1544006052870	OK	 
USER	user	129	END	1544006052199	1544006052871
REQUEST	133		manager-login	1544006052291	1544006052871	OK	 
USER	user	133	END	1544006052199	1544006052872
REQUEST	126		manager-login	1544006052287	1544006052874	OK	 
USER	user	126	END	1544006052198	1544006052875
REQUEST	131		manager-login	1544006052290	1544006052880	OK	 
USER	user	131	END	1544006052199	1544006052881
REQUEST	140		manager-login	1544006052293	1544006052882	OK	 
REQUEST	144		manager-login	1544006052295	1544006052884	OK	 
REQUEST	143		manager-login	1544006052294	1544006052888	OK	 
USER	user	140	END	1544006052200	1544006052883
USER	user	144	END	1544006052202	1544006052886
USER	user	143	END	1544006052202	1544006052889
REQUEST	136		manager-login	1544006052292	1544006052890	OK	 
USER	user	136	END	1544006052199	1544006052890
REQUEST	125		manager-login	1544006052287	1544006052893	OK	 
USER	user	125	END	1544006052197	1544006052894
REQUEST	121		manager-login	1544006052284	1544006052895	OK	 
USER	user	121	END	1544006052197	1544006052895
REQUEST	150		manager-login	1544006052298	1544006052897	OK	 
USER	user	150	END	1544006052203	1544006052897
REQUEST	128		manager-login	1544006052289	1544006052899	OK	 
USER	user	128	END	1544006052198	1544006052900
REQUEST	148		manager-login	1544006052297	1544006052901	OK	 
REQUEST	135		manager-login	1544006052292	1544006052903	OK	 
REQUEST	124		manager-login	1544006052287	1544006052903	OK	 
USER	user	148	END	1544006052202	1544006052903
USER	user	135	END	1544006052199	1544006052904
USER	user	124	END	1544006052197	1544006052904
REQUEST	132		manager-login	1544006052291	1544006052906	OK	 
USER	user	132	END	1544006052199	1544006052907
REQUEST	142		manager-login	1544006052294	1544006052907	OK	 
USER	user	142	END	1544006052201	1544006052907
REQUEST	141		manager-login	1544006052294	1544006052908	OK	 
REQUEST	130		manager-login	1544006052290	1544006052909	OK	 
REQUEST	139		manager-login	1544006052293	1544006052909	OK	 
USER	user	141	END	1544006052201	1544006052909
USER	user	130	END	1544006052199	1544006052910
USER	user	139	END	1544006052200	1544006052910
REQUEST	117		manager-login	1544006052280	1544006052912	OK	 
USER	user	117	END	1544006052197	1544006052913
REQUEST	134		manager-login	1544006052291	1544006052914	OK	 
USER	user	134	END	1544006052199	1544006052915
REQUEST	145		manager-login	1544006052295	1544006052916	OK	 
USER	user	145	END	1544006052202	1544006052917
REQUEST	149		manager-login	1544006052297	1544006052918	OK	 
USER	user	149	END	1544006052203	1544006052918
REQUEST	138		manager-login	1544006052293	1544006052919	OK	 
USER	user	138	END	1544006052200	1544006052920
REQUEST	137		manager-login	1544006052293	1544006052921	OK	 
REQUEST	147		manager-login	1544006052296	1544006052921	OK	 
USER	user	147	END	1544006052202	1544006052922
USER	user	137	END	1544006052200	1544006052922
REQUEST	146		manager-login	1544006052296	1544006052924	OK	 
USER	user	146	END	1544006052202	1544006052924
